V,R,0,0,0,0,6,6,9,12,15,18,20,
V,E,0,0,0,0,6,6,9,12,15,18,20,
V,N,0,0,0,0,6,6,9,12,15,18,20,
V,B,0,0,0,0,6,6,9,12,15,18,20,
V,S,0,0,0,0,6,6,9,12,15,18,20,
V,Y,0,0,0,0,6,6,9,12,15,18,20,
V,Z,0,0,0,0,6,6,9,12,15,18,20,
E,R,S,11,-29,-12,17,27,-17,-28,-2,40,8,-33,-34,38,46,-19,-77,12,88,28,-124,-55,128,133,-164,-195,134,389,-170,-612,-238,3096,11593,
E,R,C,49,-55,44,-43,54,-53,32,-54,71,-29,18,-95,64,16,51,-131,0,17,126,-80,-68,-116,129,117,15,-392,-185,409,597,-1170,-4157,14806,
E,E,S,-67,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,E,C,-68,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,N,S,-69,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,N,C,-70,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,B,S,-71,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,B,C,-72,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,S,S,-73,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,S,C,-74,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,Y,S,-73,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,Y,C,-74,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,Z,S,-73,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
E,Z,C,-74,-74,-96,-117,-83,27,165,256,201,-25,-294,-446,-421,-209,112,341,357,132,-373,-780,-379,552,845,584,835,932,-415,-1681,-744,799,532,16221,
